budget;company;country;director;genre;gross;name;rating;released;runtime;score;star;votes;writer;year
0;Hyperion Pictures;USA;Carroll Ballard;Family;7817270;Nutcracker;G;31742;100;72;Hugh Bigney;578;Kent Stowell;1986
0;Produzioni Europee Associate (PEA);Italy;Federico Fellini;Comedy;8376230;Ginger and Fred;PG-13;31499;125;73;Marcello Mastroianni;3859;Federico Fellini;1986
0;Metro-Goldwyn-Mayer (MGM);USA;Alan J. Pakula;Crime;5022370;Dream Lover;R;31504;104;51;Kristy McNichol;405;Jon Boorstin;1986
0;MTM Enterprises;USA;Allan Burns;Drama;64087910;Just Between Friends;PG-13;31492;110;59;Mary Tyler Moore;629;Allan Burns;1986
0;Lynn-Davis Productions;USA;Gary Hudson;Action;1459750;Thunder Run;PG-13;31562;90;51;Forrest Tucker;218;Charles Davis;1986
0;Longshot;USA;Paul Bartel;Comedy;10968430;The Longshot;PG-13;31429;89;54;Tim Conway;457;Tim Conway;1986
0;Silver Screen Partners II;USA;Michael Dinner;Comedy;48427780;Off Beat;PG;31513;92;50;Judge Reinhold;748;Dezsö Magyar;1986
0;Roundhouse;USA;Joe Roth;Drama;25206640;Streets of Gold;R;31730;95;60;Klaus Maria Brandauer;505;Dezsö Magyar;1986
0;Convy-Fimberg Productions;USA;Bert Convy;Action;3516230;Weekend Warriors;R;31686;100;44;Chris Lemmon;237;Bruce Belland;1986
180000000;"J&M; Entertainment";UK;Zoran Perisic;Action;22955000;Sky Bandits;PG;31716;100;46;Scott McGinnis;183;Thom Keyes;1986
15000000;Cinetel Films;USA;Fred Olen Ray;Action;13689120;Armed Response;R;31688;86;49;David Carradine;489;T.L. Lankford;1986
0;Cannon City Produktie Maatschappij B.V.;Netherlands;Franco Zeffirelli;Drama;1890420;Otello;PG;31667;100;72;Plácido Domingo;424;Arrigo Boito;1986
0;Alliance Communications Corporation;USA;Rob Nilsson;Drama;4404380;On the Edge;PG-13;31534;95;71;Bruce Dern;171;Roy Kissin;1986
0;Action Communications;USA;Frank Harris;Action;638600;Low Blow;R;31503;100;35;Leo Fong;256;Leo Fong;1986
0;Cote Blanche Productions;USA;Glen Pitre;Drama;14446180;Belizaire the Cajun;PG;31576;103;64;Armand Assante;391;Glen Pitre;1986
0;Les Films 13;France;Claude Lelouch;Drama;2275100;A Man and a Woman: 20 Years Later;PG;31639;112;58;Anouk Aimée;496;Claude Lelouch;1986
0;New Line Cinema;USA;Clay Borris;Action;19000000;Quiet Cool;R;31723;100;57;James Remar;542;Clay Borris;1986
0;Not specified;USA;Gideon Amir;Action;24972330;Behind Enemy Lines;R;31506;90;49;David Carradine;368;Malcolm Barbour;1986
0;Not specified;USA;Francis Schaeffer;Action;1931530;Wired to Kill;R;31730;86;42;Emily Longstreth;163;Francis Schaeffer;1986
0;Fringe Dwellers Productions;Australia;Bruce Beresford;Drama;1494400;The Fringe Dwellers;PG;31686;98;67;Kristina Nehm;305;Bruce Beresford;1986
0;T. Films;France;André Téchiné;Crime;1641870;Scene of the Crime;Not specified;31898;90;69;Nicolas Giraudi;565;André Téchiné;1986
0;Hanna-Barbera Productions;USA;Don Lusk;Animation;13382640;GoBots: Battle of the Rock Lords;G;31492;75;58;Margot Kidder;397;Jeff Segal;1986
0;Channel Four Films;UK;Charles Gormley;Comedy;2672490;The Gospel According to Vic;PG;31849;92;61;Tom Conti;227;Charles Gormley;1986
0;Grace;USA;Dominic Orlando;Action;6014510;Knights of the City;R;31457;87;48;Leon Isaac Kennedy;103;Leon Isaac Kennedy;1986
0;Embassy Pictures;USA;Robert M. Young;Comedy;182090;Saving Grace;PG;31729;112;70;Tom Conti;467;Celia Gittelson;1986
0;Hunter/MFG Production;USA;Gary Grillo;Action;4923670;Jackals;R;31674;97;53;Jack Lucarelli;139;Dennis A. Pratt;1986
0;Cannon Films;USA;Filippo Ottoni;Comedy;221230;Detective School Dropouts;PG;31632;92;58;David Landsberg;220;Lorin Dreyfuss;1986
0;CBS Entertainment Production;USA;Christopher Cain;Adventure;6761660;Where the River Runs Black;PG;31674;100;66;Charles Durning;351;Neal Jimenez;1986
0;DIC Entertainment;Canada;Bruno Bianchi;Family;21936420;Heathcliff: The Movie;G;31429;73;53;Mel Blanc;187;George Gately;1986
0;AAR Films;USA;Dennis Klein;Comedy;322790;One More Saturday Night;R;31646;95;57;Tom Davis;211;Tom Davis;1986
160000000;Act III Communications;USA;Rob Reiner;Adventure;308578140;The Princess Bride;PG;32059;98;81;Cary Elwes;320953;William Goldman;1987
10000000;Cinemarque Entertainment BV;UK;Clive Barker;Horror;145640270;Hellraiser;R;32038;94;70;Andrew Robinson;83209;Clive Barker;1987
300000000;Natant;UK;Stanley Kubrick;Drama;463576760;Full Metal Jacket;R;31968;116;83;Matthew Modine;537826;Gustav Hasford;1987
60000000;Great American Films Limited Partnership;USA;Emile Ardolino;Drama;639528360;Dirty Dancing;PG-13;32010;100;69;Patrick Swayze;155978;Eleanor Bergstein;1987
0;Warner Bros.;USA;Joel Schumacher;Comedy;322225670;The Lost Boys;R;31989;97;73;Jason Patric;100376;Jan Fischer;1987
150000000;Amercent Films;USA;John McTiernan;Action;597355480;Predator;R;31940;107;78;Arnold Schwarzenegger;313213;Jim Thomas;1987
270000000;Braveworld Productions;USA;Paul Michael Glaser;Action;381221050;The Running Man;R;32094;101;66;Arnold Schwarzenegger;120345;Stephen King;1987
227000000;Brooksfilms;USA;Mel Brooks;Adventure;381194830;Spaceballs;PG;31952;96;71;Mel Brooks;146748;Mel Brooks;1987
130000000;Orion Pictures;USA;Paul Verhoeven;Action;534246810;RoboCop;R;31975;102;75;Peter Weller;196245;Edward Neumeier;1987
150000000;Warner Bros.;USA;Richard Donner;Action;652071270;Lethal Weapon;R;31842;110;76;Mel Gibson;204328;Shane Black;1987
250000000;Paramount Pictures;USA;Brian De Palma;Crime;762704540;The Untouchables;R;31931;119;79;Kevin Costner;234254;Oscar Fraley;1987
36000000;De Laurentiis Entertainment Group (DEG);USA;Sam Raimi;Comedy;59230440;Evil Dead II;R;31849;84;78;Bruce Campbell;123325;Sam Raimi;1987
220000000;Golan-Globus Productions;USA;Gary Goddard;Action;173363700;Masters of the Universe;PG;31996;106;54;Dolph Lundgren;30370;David Odell;1987
120000000;Home Box Office (HBO);USA;Fred Dekker;Action;37699900;The Monster Squad;PG-13;32003;82;72;Andre Gower;21420;Shane Black;1987
140000000;Paramount Pictures;USA;Adrian Lyne;Drama;1566456930;Fatal Attraction;R;32038;119;69;Michael Douglas;60383;James Dearden;1987
300000000;Eon Productions;UK;John Glen;Action;511858970;The Living Daylights;PG;31989;130;67;Timothy Dalton;74272;Richard Maibaum;1987
150000000;Twentieth Century Fox Film Corporation;USA;Oliver Stone;Crime;438481000;Wall Street;R;32122;126;74;Charlie Sheen;126195;Stanley Weiser;1987
350000000;Amblin Entertainment;USA;Steven Spielberg;Drama;222386960;Empire of the Sun;PG;32136;153;78;Christian Bale;96566;Tom Stoppard;1987
0;Apollo Pictures;USA;Steve Rash;Comedy;316238330;Can't Buy Me Love;PG-13;32003;94;67;Patrick Dempsey;26348;Michael Swerdlick;1987
220000000;Warner Bros.;USA;George Miller;Comedy;637665100;The Witches of Eastwick;R;31940;118;65;Jack Nicholson;51642;John Updike;1987
0;Paramount Pictures;USA;Carl Reiner;Comedy;356580980;Summer School;PG-13;31980;97;65;Mark Harmon;14038;Stuart Birnbaum;1987
45000000;New Line Cinema;USA;Chuck Russell;Action;447932220;A Nightmare on Elm Street 3: Dream Warriors;R;31835;96;66;Heather Langenkamp;55414;Wes Craven;1987
0;Touchstone Pictures;USA;Chris Columbus;Action;343684750;Adventures in Babysitting;PG-13;31961;102;69;Elisabeth Shue;30850;David Simkins;1987
0;RKO Pictures;USA;John Irvin;Action;138394040;Hamburger Hill;R;32017;110;67;Anthony Barrile;20159;James Carabatsos;1987
230000000;Universal Pictures;USA;Joseph Sargent;Adventure;207630130;Jaws: The Revenge;PG-13;31975;89;29;Lorraine Gary;33419;Peter Benchley;1987
250000000;Cannon Group;USA;Menahem Golan;Action;160575800;Over the Top;PG;31821;93;57;Sylvester Stallone;40916;Gary Conway;1987
300000000;Paramount Pictures;USA;John Hughes;Comedy;495302800;Planes, Trains & Automobiles;R;32106;93;76;Steve Martin;98897;John Hughes;1987
60000000;Circle Films;USA;Joel Coen;Comedy;228475640;Raising Arizona;PG-13;31884;94;74;Nicolas Cage;107669;Ethan Coen;1987
170000000;Carolco International N.V.;UK;Alan Parker;Horror;171856320;Angel Heart;R;31842;113;73;Mickey Rourke;67453;William Hjortsberg;1987
0;Hughes Entertainment;USA;Howard Deutch;Drama;185539480;Some Kind of Wonderful;PG-13;31835;95;71;Eric Stoltz;21931;John Hughes;1987
60000000;Gladden Entertainment;USA;Michael Gottlieb;Comedy;427211960;Mannequin;PG;31821;90;58;Andrew McCarthy;24626;Edward Rugoff;1987
0;Hawn / Sylbert Movie Company;USA;Garry Marshall;Comedy;267131870;Overboard;PG;32127;106;68;Goldie Hawn;40429;Leslie Dixon;1987
270000000;Warner Bros.;USA;Joe Dante;Action;258938100;Innerspace;PG;31959;120;68;Dennis Quaid;45172;Chip Proser;1987
150000000;Metro-Goldwyn-Mayer (MGM);USA;Norman Jewison;Comedy;806405280;Moonstruck;PG;32157;102;71;Cher;38600;John Patrick Shanley;1987
280000000;Paramount Pictures;USA;Tony Scott;Action;1536650000;Beverly Hills Cop II;R;31917;100;65;Eddie Murphy;90969;Danilo Bach;1987
0;Amblin Entertainment;USA;William Dear;Comedy;297606130;Harry and the Hendersons;PG;31933;110;59;John Lithgow;26157;William Dear;1987
230000000;Recorded Picture Company (RPC);UK;Bernardo Bertolucci;Biography;439842300;The Last Emperor;PG-13;32248;163;78;John Lone;76408;Mark Peploe;1987
130000000;Touchstone Pictures;USA;Barry Levinson;Biography;1239223700;Good Morning, Vietnam;R;32157;121;73;Robin Williams;106924;Mitch Markowitz;1987
26000000;Merchant Ivory Productions;UK;James Ivory;Drama;31305920;Maurice;R;32038;140;77;James Wilby;11837;E.M. Forster;1987
110000000;Interscope Communications;USA;Leonard Nimoy;Comedy;1677809600;3 Men and a Baby;PG;32106;102;59;Tom Selleck;39544;Coline Serreau;1987
30000000;Alive Films;USA;John Carpenter;Horror;141824920;Prince of Darkness;R;32073;102;67;Donald Pleasence;28064;John Carpenter;1987
65000000;Columbia Pictures Corporation;USA;Luis Valdez;Biography;542154160;La Bamba;PG-13;31982;108;68;Lou Diamond Phillips;22839;Luis Valdez;1987
50000000;F/M;USA;Kathryn Bigelow;Action;33693070;Near Dark;R;32143;94;70;Adrian Pasdar;27485;Kathryn Bigelow;1987
0;Road Movies Filmproduktion;West Germany;Wim Wenders;Drama;32101390;Wings of Desire;PG-13;32269;128;81;Bruno Ganz;51522;Wim Wenders;1987
0;Twentieth Century Fox Film Corporation;USA;Marek Kanievska;Crime;123963830;Less Than Zero;R;32087;98;64;Andrew McCarthy;15500;Bret Easton Ellis;1987
150000000;Orion Pictures;USA;Roger Donaldson;Action;355095150;No Way Out;R;32003;114;71;Kevin Costner;28684;Kenneth Fearing;1987
0;Universal Pictures;USA;Matthew Robbins;Comedy;329457970;*batteries not included;PG;32129;106;66;Hume Cronyn;25330;Mick Garris;1987
0;United Artists;USA;Charles Shyer;Comedy;267124760;Baby Boom;PG;32080;110;61;Diane Keaton;11414;Nancy Meyers;1987
0;Cineplex-Odeon Films;UK;Bruce Robinson;Comedy;15448890;Withnail & I;R;31947;107;78;Richard E. Grant;33285;Bruce Robinson;1987
0;Fries Entertainment;USA;Jeffrey Bloom;Drama;151517360;Flowers in the Attic;PG-13;32101;93;57;Louise Fletcher;7993;Virginia C. Andrews;1987
200000000;Amercent Films;USA;James L. Brooks;Comedy;512494040;Broadcast News;R;32136;133;72;William Hurt;22802;James L. Brooks;1987
25000000;New Century Entertainment Corporation;Canada;Tibor Takács;Fantasy;135394580;Túnel al infierno;PG-13;31912;85;60;Stephen Dorff;11435;Michael Nankin;1987
170000000;Cannon Films;UK;Sidney J. Furie;Action;156810200;Superman IV: The Quest for Peace;PG;31982;90;36;Christopher Reeve;35866;Joe Shuster;1987
35000000;Laurel Entertainment Inc.;USA;Michael Gornick;Comedy;140000000;Creepshow 2;R;31898;92;60;George Kennedy;17500;Stephen King;1987
30000000;Atlantic Entertainment Group;USA;Christopher Leitch;Comedy;78887030;Teen Wolf Too;PG;32101;95;32;Jason Bateman;8905;Jeph Loeb;1987
120000000;Columbia Pictures Industries;USA;Fred Schepisi;Comedy;400508840;Roxanne;PG;31947;107;66;Steve Martin;34794;Edmond Rostand;1987
120000000;Rastar Pictures;USA;Herbert Ross;Comedy;669958790;The Secret of My Succe$s;PG-13;31877;111;65;Michael J. Fox;24685;Jim Cash;1987
200000000;Applied Action;USA;Tom Mankiewicz;Comedy;573875160;Dragnet;PG-13;31954;106;59;Dan Aykroyd;27387;Dan Aykroyd;1987
0;British Screen Productions;UK;Alan Clarke;Comedy;1241670;Rita, Sue and Bob Too;R;31926;93;64;Siobhan Finneran;2747;Andrea Dunbar;1987
180000000;TriStar Pictures;USA;Blake Edwards;Comedy;393217150;Blind Date;PG-13;31863;95;59;Kim Basinger;17903;Dale Launer;1987
0;New World Pictures;USA;Ethan Wiley;Comedy;78000000;House II: The Second Story;PG-13;32017;88;54;Arye Gross;8302;Fred Dekker;1987
0;Warner Bros.;USA;Jim Drake;Comedy;280613430;Police Academy 4: Citizens on Patrol;PG;31870;88;48;Steve Guttenberg;33955;Neal Israel;1987
10000000;Atlantic Entertainment Group;USA;Rod Amateau;Adventure;15766150;The Garbage Pail Kids Movie;PG;32011;100;27;Anthony Newley;6348;Linda Palmer;1987
140000000;Orion Pictures;USA;Danny DeVito;Comedy;579159720;Throw Momma from the Train;PG-13;32122;88;62;Danny DeVito;28550;Stu Silver;1987
0;Incorporated Television Company (ITC);UK;Joseph Ruben;Horror;24887400;The Stepfather;R;31933;89;68;Terry O'Quinn;9959;Carolyn Lefcourt;1987
0;Heron Communications;USA;Jack Sholder;Action;97479880;The Hidden;R;32080;96;70;Kyle MacLachlan;13878;Jim Kouf;1987
0;Universal Pictures;USA;Joe Dante;Comedy;5486960;Amazon Women on the Moon;R;32038;85;62;Rosanna Arquette;8755;Michael Barrie;1987
30000000;Golan-Globus Productions;USA;Barbet Schroeder;Comedy;32215680;Barfly;R;32066;100;73;Mickey Rourke;15647;Charles Bukowski;1987
60000000;Universal Pictures;USA;Phil Joanou;Comedy;36858620;Three O'Clock High;PG-13;32059;97;72;Casey Siemaszko;8970;Richard Christian Matheson;1987
0;Panorama Film A/S;Denmark;Gabriel Axel;Comedy;43989380;Babette's Feast;G;32206;102;78;Stéphane Audran;14838;Karen Blixen;1987
0;Orion Pictures;USA;John Schlesinger;Crime;187534380;The Believers;R;31938;114;61;Martin Sheen;4900;Mark Frost;1987
150000000;Amercent Films;USA;James Toback;Comedy;132903680;The Pick-up Artist;PG-13;32038;81;52;Molly Ringwald;5348;James Toback;1987
160000000;Orion Pictures;USA;Woody Allen;Comedy;147927790;Radio Days;PG;31807;88;76;Mia Farrow;26467;Woody Allen;1987
0;Lightyear Entertainment;UK;Robert Altman;Comedy;10286790;Aria;R;32080;90;58;John Hurt;2243;Robert Altman;1987
30000000;Emshell Producers;USA;John R. Cherry III;Comedy;235093820;Ernest Goes to Camp;PG;31919;92;55;Jim Varney;9526;John R. Cherry III;1987
0;Nouvelles Éditions de Films (NEF);France;Louis Malle;Drama;45428250;Au Revoir les Enfants;PG;32185;104;80;Gaspard Manesse;25969;Louis Malle;1987
170000000;Columbia Pictures Corporation;USA;Ridley Scott;Crime;102785490;Someone to Watch Over Me;R;32059;106;61;Tom Berenger;7854;Howard Franklin;1987
0;Guber-Peters Company, The;USA;James Foley;Comedy;73052090;Who's That Girl;PG;31996;92;47;Madonna;8125;Andrew Smith;1987
290000000;Universal Pictures;UK;Richard Attenborough;Biography;58997970;Cry Freedom;PG;32087;157;75;Denzel Washington;10692;John Briley;1987
60000000;Fourth Protocol;UK;John Mackenzie;Thriller;124238310;The Fourth Protocol;R;32017;119;65;Michael Caine;7532;George Axelrod;1987
270000000;Home Box Office (HBO);USA;Hector Babenco;Drama;73933460;Ironweed;R;32185;143;68;Jack Nicholson;6874;William Kennedy;1987
0;Amercent Films;USA;Bob Rafelson;Crime;252054600;Black Widow;R;31814;102;63;Debra Winger;7132;Ronald Bass;1987
0;Touchstone Pictures;USA;John Badham;Action;656732330;Stakeout;R;31994;117;66;Richard Dreyfuss;20039;Jim Kouf;1987
0;Imagine Films Entertainment;USA;Rod Daniel;Comedy;343775850;Like Father Like Son;PG-13;32052;96;51;Dudley Moore;4817;Lorne Cameron;1987
0;Pelemele Film;West Germany;Percy Adlon;Comedy;35873030;Bagdad Cafe;PG;32255;95;75;Marianne Sägebrecht;10255;Eleonore Adlon;1987
0;Cannon Group;USA;Andrey Konchalovskiy;Drama;7691190;Shy People;R;32213;100;69;Jill Clayburgh;940;Andrey Konchalovskiy;1987
0;Twentieth Century Fox Film Corporation;USA;Joe Roth;Comedy;300632890;Revenge of the Nerds II: Nerds in Paradise;PG-13;31968;88;49;Robert Carradine;11444;Tim Metcalfe;1987
0;Simcom Limited;Canada;Bruce Pittman;Horror;26835190;Prom Night II;R;32094;97;56;Lisa Schrage;3440;Ron Oliver;1987
50000000;Cannon Group;USA;J. Lee Thompson;Action;68803100;Death Wish 4: The Crackdown;R;32087;99;53;Charles Bronson;6770;Brian Garfield;1987
180000000;Amercent Films;USA;Jonathan Kaplan;Comedy;185322860;Project X;PG;31884;108;61;Matthew Broderick;8879;Lawrence Lasker;1987
0;Finnegan/Pinchuk Productions;USA;William Phelps;Action;38322280;North Shore;PG;32003;96;65;Matt Adler;1903;William Phelps;1987
0;7 Films Cinéma;France;Élie Chouraqui;Action;5195960;Man on Fire;R;32024;87;59;Scott Glenn;1340;A.J. Quinnell;1987
40000000;Cannon Films;USA;Ruggero Deodato;Fantasy;8000000;The Barbarians;R;31856;87;49;David Paul;2538;Alberto Piferi;1987
550000000;Columbia Pictures Corporation;USA;Elaine May;Action;143751810;Ishtar;PG-13;31912;107;42;Warren Beatty;9094;Elaine May;1987
1000000;Conquering Unicorn;USA;Robert Townsend;Comedy;52286170;Hollywood Shuffle;R;31856;78;70;Robert Townsend;3009;Robert Townsend;1987
0;Marimark Productions;USA;Lawrence Bassoff;Comedy;17499560;Hunk;PG;31842;102;46;John Allen Nelson;1042;Lawrence Bassoff;1987
0;Filmhaus;USA;David Mamet;Crime;25856390;House of Games;R;32064;102;73;Lindsay Crouse;17508;David Mamet;1987
0;Not specified;USA;Peter Werner;Crime;28775710;No Man's Land;R;32073;100;61;Charlie Sheen;3297;Dick Wolf;1987
0;Trans World Entertainment (TWE);USA;David Keith;Sci-Fi;19300010;The Curse;R;32031;92;49;Wil Wheaton;1762;David Chaskin;1987
0;TriStar Pictures;USA;Peter Yates;Crime;187824000;Suspect;R;32073;121;66;Cher;7506;Eric Roth;1987
0;TriStar Pictures;USA;Christopher Cain;Action;197349400;The Principal;R;32038;109;62;Jim Belushi;7311;Frank Deese;1987
0;Columbia Pictures Corporation;UK;John Boorman;Comedy;100211200;Hope and Glory;PG-13;32192;113;74;Sarah Miles;10291;John Boorman;1987
0;Touchstone Pictures;USA;Arthur Hiller;Comedy;528647410;Outrageous Fortune;R;31807;99;61;Shelley Long;6123;Leslie Dixon;1987
220000000;Carolco Entertainment;USA;Walter Hill;Action;113078440;Extreme Prejudice;R;31891;96;66;Nick Nolte;4924;John Milius;1987
3500000;Cannon Group;USA;Sam Firstenberg;Action;40000000;American Ninja 2: The Confrontation;R;31898;90;48;Michael Dudikoff;6565;Gary Conway;1987
40000000;Cinecom Entertainment Group;USA;John Sayles;Drama;16803580;Matewan;PG-13;32324;135;79;Chris Cooper;6198;John Sayles;1987
0;Vista Organization;USA;Bill Norton;Drama;15390000;Three for the Road;PG;32268;88;53;Charlie Sheen;813;Richard Martini;1987
240000000;Columbia Pictures;USA;Paul Weiland;Action;49168710;Leonard Part 6;PG;32129;85;22;Bill Cosby;7387;Jonathan Reynolds;1987
50000000;Golan-Globus Productions;USA;Jerry Schatzberg;Crime;11191120;Street Smart;R;31856;97;64;Christopher Reeve;2096;David Freeman;1987
0;Zenith Entertainment;UK;Stephen Frears;Biography;16547430;Prick Up Your Ears;R;31905;105;74;Gary Oldman;4799;Alan Bennett;1987
90000000;Gladden Entertainment;USA;Michael Cimino;Action;54068790;The Sicilian;R;32073;115;53;Christopher Lambert;3889;Mario Puzo;1987
0;Clear Type;USA;Cheech Marin;Comedy;173552630;Born in East L.A.;R;32010;85;59;Cheech Marin;4648;Cheech Marin;1987
0;TAFT Entertainment Pictures;USA;Paul Schrader;Drama;104896170;Light of Day;PG-13;31814;107;55;Michael J. Fox;2101;Paul Schrader;1987
0;Per Holst Filmproduktion;Denmark;Bille August;Drama;20539310;Pelle the Conqueror;PG-13;32498;157;79;Pelle Hvenegaard;8321;Martin Andersen Nexø;1987
0;Balcor Film Investors;USA;Bill Froehlich;Comedy;11897090;Return to Horror High;R;31828;95;42;Lori Lethin;2337;Bill Froehlich;1987
0;Paramount Pictures;USA;Lyndall Hobbs;Comedy;131109030;Back to the Beach;PG;31996;92;58;Frankie Avalon;2332;James Komack;1987
0;Vista Organization;USA;Robert Collector;Horror;11494700;Nightflyers;R;32240;89;40;Catherine Mary Stewart;796;George R.R. Martin;1987
0;Metro-Goldwyn-Mayer (MGM);USA;Tom Holland;Action;120465260;Fatal Beauty;R;32080;104;53;Whoopi Goldberg;2652;Bill Svanoe;1987
0;Columbia Pictures Corporation;USA;Jeff Bleckner;Adventure;3008590;White Water Summer;PG;31968;90;62;Kevin Bacon;4353;Manya Starr;1987
